id	parent	val_bpb	pre_quant_bpb	quant_tax	artifact_mb	step_avg_ms	crashed	size_violation	status	description
0084_longkernel_conv1d	0076_confidence_gated_blend	1.96008436	2.0170	-0.056916	16.056	8588.69	false	true	discard	Re-launch (first attempt killed by MPS contention). Body-axis temporal probe per outside-eyes flag: kill-Mamba-2 conv1d kernel 4→16. val 1.960 vs 0076 1.948 = +0.012 REGRESSION + cap-bust 16.05 MB. Kernel=4 was already saturated for 200-step regime; longer kernel adds capacity model can't use AND adds 50KB per layer that brotli compresses poorly. Body-axis temporal axis at MPS 200 steps: closed. May still help at H100 20k. [transfer:medium-low — try at H100 if other temporal tests show signal]
0096_ternary_long_train_mps	0093_ternary_lr_rescue_packed	null	null	null	null	8674.74	true	false	TODO	TODO
0001_regression_check_cuda	canonical	2.43458582	2.4340	0.000586	11.404	314.62	false	false	crash	pre-fix sentinel; LR-schedule mismatch (canonical defaults vs script-set), ignore as anchor — superseded by 0002. [transfer:n/a]
0002_regression_check_cuda_v2	canonical	2.51151506	2.5041	0.007415	6.914	134.13	false	false	sentinel	CUDA anchor val_bpb 2.5115 vs MPS anchor 2.5212 = 0.0097 bf16-reduction-order drift. All future CUDA Δ-comparisons go against 2.5115. step_avg_ms 134 on 5090 = ~10× MPS speedup. [transfer:n/a — anchor]
0097_cloud_workflow_smoke	canonical	2.86787287	2.8682	-0.000327	7.827	199.64	false	false	keep	cloud workflow validation smoke (e2e: new_experiment.sh → push → pull → preflight → tmux launch → commit-from-pod → pull on Mac). Artificially low ITERATIONS=20 so val 2.87 ≫ anchor — not a real eval, just exercises the path. [transfer:n/a]
0098_ssm_frontier_cuda_200	0064_brotli_swap	2.00284328	1.9999	0.002943	13.449	691.58	false	false	sentinel	CUDA SSM anchor: kill-Mamba-2 triple-parallel + brotli reproduce of MPS 0064 (val 2.0030) on RTX 5090. val_bpb 2.0028 (Δ -0.0002, clean MPS→CUDA transfer). step_avg 692ms = 12.5x MPS speedup. step1 train_loss 20.6 (>>ln(vocab)=6.93) is expected for TIED_EMBED_INIT_STD=0.05 + recur+SwiGLU stack — model recovers by step 10, final val matches MPS exactly. [transfer:n/a — anchor]
0099_ternary_extended_cuda_2k	0093_ternary_lr_rescue_packed	null	1.6499	null	7.847	259.30	true	false	crash	BitNet 25x test, 2000 CUDA steps. PRE-QUANT val_bpb 1.6499 (vs 0093 MPS pre-quant 2.0563 = -0.41 BPB just from 10x training; vs 0098 SSM frontier 200-step pre-quant 2.0000 = -0.35). Post-quant CRASHED in eval — torch.compile/dynamo bug at trigram_side_memory.py:634 (Tensor.item() with capture_scalar_outputs=False). Pre-quant is the BitNet penalty test signal; post-quant requires fixing the dynamo bug or disabling torch.compile. step_avg 259ms artifact 7.85 MB (cap-clear). [transfer:medium — pre-quant only]
0100_dendritic_extended_cuda_2k	0092_dendritic_memory_v1	1.66676036	1.6659	0.00086	5.277	553.06	false	false	keep	dendritic memory v1 extended to 2000 CUDA steps. Pre-quant 1.6659, post-quant 1.6668 (vs 0099 ternary+LR3 2k pre-quant 1.6499 = +0.016, confounded: dendritic+default-LR vs no-dendritic+LR×3). Artifact 5.28 MB (huge headroom). At MPS 200 steps 0094 had dendritic+LR×3 vs 0093 no-dendritic+LR×3 = +0.007 (neutral); CUDA 2k pattern looks similar. Note: torch.compile DISABLED for this exp (fullgraph rejects boolean indexing in dendritic_memory.forward); 553ms/step vs 0099/0103 expected ~250ms with compile. [transfer:medium — n=1 but consistent w/ MPS pattern of dendritic-neutral]
0101_transformer_baseline_cuda_2k	0076_confidence_gated_blend	1.57505721	1.5739	0.00114	13.444	217.37	false	false	keep	transformer baseline (no ternary, no dendritic, default LR, TRIGRAM_SIDE_MEMORY=0) at CUDA 2000 steps batch 24576. Pre-quant 1.5739, post-quant ~1.575 (default fp16+int8 quant). vs 0099 ternary+LR×3 pre-quant 1.6499 = ternary penalty +0.076 BPB at 2k CUDA. vs MPS-200 penalty ~+0.10, narrowed by 0.024 in 10x training. BitNet 25x claim qualitatively supported but slowly enough at our 27M-param SP1024 regime that H100 20k would still leave ~+0.05 ternary penalty. Strong directional negative for ternary as the deployment recipe. [transfer:high — n=1 anchor for the 2k CUDA decomposition]
0102_ssm_frontier_ternary_cuda_2k	0099_ternary_extended_cuda_2k	null	null	null	null	null	true	false	TODO	TODO
